case_folding,tokenized_text
mantap,['mantap']
baik,['baik']
sangat bagus,"['sangat', 'bagus']"
pelayanan sangat baik dan ramah,"['pelayanan', 'sangat', 'baik', 'dan', 'ramah']"
saya senang sekali dengan maxim,"['saya', 'senang', 'sekali', 'dengan', 'maxim']"
mantap mas,"['mantap', 'mas']"
pengemudi ramah n sabar,"['pengemudi', 'ramah', 'n', 'sabar']"
saya pengen dpt promo,"['saya', 'pengen', 'dpt', 'promo']"
pengemudi baik,"['pengemudi', 'baik']"
mantap kak,"['mantap', 'kak']"
driver sangat ramah,"['driver', 'sangat', 'ramah']"
bagus,['bagus']
bagus,['bagus']
mantap,['mantap']
supirnya humbel banget,"['supirnya', 'humbel', 'banget']"
ok sih murah juga,"['ok', 'sih', 'murah', 'juga']"
driver good,"['driver', 'good']"
tolong di kasih fitur untuk ngepasin lokasi saat ini agar mudah untuk memesan karna pengguna kebanyakan ibu ibu gk ngerti,"['tolong', 'di', 'kasih', 'fitur', 'untuk', 'ngepasin', 'lokasi', 'saat', 'ini', 'agar', 'mudah', 'untuk', 'memesan', 'karna', 'pengguna', 'kebanyakan', 'ibu', 'ibu', 'gk', 'ngerti']"
terimakasih pelayanan baik,"['terimakasih', 'pelayanan', 'baik']"
mantap jaya,"['mantap', 'jaya']"
baik ramah,"['baik', 'ramah']"
good,['good']
sangatt ramahhh dan the best,"['sangatt', 'ramahhh', 'dan', 'the', 'best']"
membantu banget,"['membantu', 'banget']"
bagus kinerja nya,"['bagus', 'kinerja', 'nya']"
terbaik,['terbaik']
sukak sekali,"['sukak', 'sekali']"
drivernya ramah baik mobilnya nyaman,"['drivernya', 'ramah', 'baik', 'mobilnya', 'nyaman']"
mamang ramah dan sopan,"['mamang', 'ramah', 'dan', 'sopan']"
ramah,['ramah']
alhamdulillah dan terima kasih banyak,"['alhamdulillah', 'dan', 'terima', 'kasih', 'banyak']"
bapaknya ramah nyetir dg baik dan pemilihan rute tepat,"['bapaknya', 'ramah', 'nyetir', 'dg', 'baik', 'dan', 'pemilihan', 'rute', 'tepat']"
amanah,['amanah']
driver ramah,"['driver', 'ramah']"
trimakasih,['trimakasih']
mantap dan cepat,"['mantap', 'dan', 'cepat']"
maturnuwon,['maturnuwon']
pelayanan sangat memuaskan,"['pelayanan', 'sangat', 'memuaskan']"
bagus,['bagus']
top banget,"['top', 'banget']"
oke terbaik,"['oke', 'terbaik']"
good kali,"['good', 'kali']"
ramah baik sopan,"['ramah', 'baik', 'sopan']"
baik ramah,"['baik', 'ramah']"
baik sekali,"['baik', 'sekali']"
trimakaihh pelayanan ramah,"['trimakaihh', 'pelayanan', 'ramah']"
bahagia,['bahagia']
cepat,['cepat']
mantap on time,"['mantap', 'on', 'time']"
semangat terus dalam bekerja,"['semangat', 'terus', 'dalam', 'bekerja']"
sangat nyaman,"['sangat', 'nyaman']"
terimakasih semoga sukses selalu,"['terimakasih', 'semoga', 'sukses', 'selalu']"
pengemudi berkendara dengan nyaman dan aman,"['pengemudi', 'berkendara', 'dengan', 'nyaman', 'dan', 'aman']"
sangat baik,"['sangat', 'baik']"
mantap,['mantap']
rekomendasi,['rekomendasi']
lumayan baik,"['lumayan', 'baik']"
driver yg ramah,"['driver', 'yg', 'ramah']"
terimakasih atas pelayanannya,"['terimakasih', 'atas', 'pelayanannya']"
mantap,['mantap']
sangat batik,"['sangat', 'batik']"
bagus,['bagus']
drivernya baik ramah terima kasih banyak,"['drivernya', 'baik', 'ramah', 'terima', 'kasih', 'banyak']"
order telah dipenuhi oleh mohamad alvan setiawan sh dengan hyundai atos warna biru nopol agck terima kasih atas perjalanan anda rating,"['order', 'telah', 'dipenuhi', 'oleh', 'mohamad', 'alvan', 'setiawan', 'sh', 'dengan', 'hyundai', 'atos', 'warna', 'biru', 'nopol', 'agck', 'terima', 'kasih', 'atas', 'perjalanan', 'anda', 'rating']"
bagus,['bagus']
terima kasih,"['terima', 'kasih']"
mantap orangnya rama,"['mantap', 'orangnya', 'rama']"
mantap,['mantap']
bagus,['bagus']
pelayanan ramah,"['pelayanan', 'ramah']"
ok,['ok']
mantap,['mantap']
saya menyukainya,"['saya', 'menyukainya']"
mantap trima kasih,"['mantap', 'trima', 'kasih']"
mantap,['mantap']
makasih puas d pelayanan drivwrnya,"['makasih', 'puas', 'd', 'pelayanan', 'drivwrnya']"
mantap untuk aplikasi maxim transportasi umum yg sangat murah gak kaya aplikasi yg di sebelah mahal banget padahal jarak yh gk jauh dari titik penjemputan sampai tujuan,"['mantap', 'untuk', 'aplikasi', 'maxim', 'transportasi', 'umum', 'yg', 'sangat', 'murah', 'gak', 'kaya', 'aplikasi', 'yg', 'di', 'sebelah', 'mahal', 'banget', 'padahal', 'jarak', 'yh', 'gk', 'jauh', 'dari', 'titik', 'penjemputan', 'sampai', 'tujuan']"
good aplikasi,"['good', 'aplikasi']"
sangat memuaskan,"['sangat', 'memuaskan']"
driver nya sangat ramah dan selalu hatitks abang driverlancar luncur berkah sukses sllu,"['driver', 'nya', 'sangat', 'ramah', 'dan', 'selalu', 'hatitks', 'abang', 'driverlancar', 'luncur', 'berkah', 'sukses', 'sllu']"
sangat puas,"['sangat', 'puas']"
nyaman,['nyaman']
mantap,['mantap']
puas,['puas']
bagus dan cepat,"['bagus', 'dan', 'cepat']"
cepat,['cepat']
terimakasih,['terimakasih']
bagus,['bagus']
pengemudi ramah aman,"['pengemudi', 'ramah', 'aman']"
bpkny cepat dan hambel dan ramah sm penumpang,"['bpkny', 'cepat', 'dan', 'hambel', 'dan', 'ramah', 'sm', 'penumpang']"
bagus,['bagus']
keren,['keren']
mantab,['mantab']
baik,['baik']
cepat dari yg lain pas hujan,"['cepat', 'dari', 'yg', 'lain', 'pas', 'hujan']"
driver ramah dan sangat membantu,"['driver', 'ramah', 'dan', 'sangat', 'membantu']"
baik,['baik']
lancar,['lancar']
harga terjangkau maxim gitu lohhh,"['harga', 'terjangkau', 'maxim', 'gitu', 'lohhh']"
bagus pelayann ramah,"['bagus', 'pelayann', 'ramah']"
mantap,['mantap']
terima kasih,"['terima', 'kasih']"
driver yang ramah dan mobil bersih dan wangi,"['driver', 'yang', 'ramah', 'dan', 'mobil', 'bersih', 'dan', 'wangi']"
bagus,['bagus']
cocok untuk jasa angkut barang,"['cocok', 'untuk', 'jasa', 'angkut', 'barang']"
baik,['baik']
sangat berguna saat lagi tidak da kendaraan,"['sangat', 'berguna', 'saat', 'lagi', 'tidak', 'da', 'kendaraan']"
baik,['baik']
,[]
ramah baik,"['ramah', 'baik']"
orgnya ramah baik,"['orgnya', 'ramah', 'baik']"
good,['good']
terima kasihmantap,"['terima', 'kasihmantap']"
supir ramah,"['supir', 'ramah']"
cepat dan tepat,"['cepat', 'dan', 'tepat']"
tepat waktu,"['tepat', 'waktu']"
mksih pak,"['mksih', 'pak']"
sangat baik mengantarkan anakku sampai ke rs smoga banyak rezekinya pak,"['sangat', 'baik', 'mengantarkan', 'anakku', 'sampai', 'ke', 'rs', 'smoga', 'banyak', 'rezekinya', 'pak']"
baik,['baik']
driver sahat ramah,"['driver', 'sahat', 'ramah']"
sangat amanah,"['sangat', 'amanah']"
gercep,['gercep']
oke sip,"['oke', 'sip']"
terimakasihkeadaan ujan deras mau menerima orderankelihatan sabar orangnyaterimakasih banyak sudah membantu saya,"['terimakasihkeadaan', 'ujan', 'deras', 'mau', 'menerima', 'orderankelihatan', 'sabar', 'orangnyaterimakasih', 'banyak', 'sudah', 'membantu', 'saya']"
pelayanan oke ramah,"['pelayanan', 'oke', 'ramah']"
good,['good']
bagus,['bagus']
mantap,['mantap']
mantap,['mantap']
sangat baik dan sangat membantu,"['sangat', 'baik', 'dan', 'sangat', 'membantu']"
pelayanan sangat baik,"['pelayanan', 'sangat', 'baik']"
bawa motor nya enak mas nya juga ramah,"['bawa', 'motor', 'nya', 'enak', 'mas', 'nya', 'juga', 'ramah']"
nice,['nice']
pelayanan sangar memuaskan,"['pelayanan', 'sangar', 'memuaskan']"
good,['good']
sangat puas,"['sangat', 'puas']"
sangat ramah,"['sangat', 'ramah']"
bagus,['bagus']
respon nya baik,"['respon', 'nya', 'baik']"
puas,['puas']
sangat puas,"['sangat', 'puas']"
mantap,['mantap']
rama kepada penumpangnya,"['rama', 'kepada', 'penumpangnya']"
bagus,['bagus']
baik,['baik']
baik ramah cepat,"['baik', 'ramah', 'cepat']"
makasih kk,"['makasih', 'kk']"
mantul,['mantul']
driver ramah dan sabar mksh ya,"['driver', 'ramah', 'dan', 'sabar', 'mksh', 'ya']"
udah murah nyaman gak k hujanan kilat sampai tujuan,"['udah', 'murah', 'nyaman', 'gak', 'k', 'hujanan', 'kilat', 'sampai', 'tujuan']"
titik masih kurang bisa pas,"['titik', 'masih', 'kurang', 'bisa', 'pas']"
bawah motor nya tenang,"['bawah', 'motor', 'nya', 'tenang']"
sangat puas,"['sangat', 'puas']"
rapah sopan,"['rapah', 'sopan']"
terima kasih atas layanan nya,"['terima', 'kasih', 'atas', 'layanan', 'nya']"
sangat bgus,"['sangat', 'bgus']"
ramah dan baik,"['ramah', 'dan', 'baik']"
okkk,['okkk']
pelayanan bagus mantap,"['pelayanan', 'bagus', 'mantap']"
cukup baik,"['cukup', 'baik']"
driver nya baik ramah loyalitas bersedia membantu terima kasih,"['driver', 'nya', 'baik', 'ramah', 'loyalitas', 'bersedia', 'membantu', 'terima', 'kasih']"
terimakasih untuk pelayanannya,"['terimakasih', 'untuk', 'pelayanannya']"
ramah,['ramah']
order telah dipenuhi oleh ismail s dengan motorcycle warna cokelat nopol dnoa terima kasih atas perjalanan anda rating,"['order', 'telah', 'dipenuhi', 'oleh', 'ismail', 's', 'dengan', 'motorcycle', 'warna', 'cokelat', 'nopol', 'dnoa', 'terima', 'kasih', 'atas', 'perjalanan', 'anda', 'rating']"
ramah dn cepat,"['ramah', 'dn', 'cepat']"
sangat membantu sekali alhamdulillah bapaknya amanah juga ramah sehat njeh pak semoga rezekinya semakin lancar sukses selalu untuk maxim,"['sangat', 'membantu', 'sekali', 'alhamdulillah', 'bapaknya', 'amanah', 'juga', 'ramah', 'sehat', 'njeh', 'pak', 'semoga', 'rezekinya', 'semakin', 'lancar', 'sukses', 'selalu', 'untuk', 'maxim']"
sopirnya ramah,"['sopirnya', 'ramah']"
baik,['baik']
sopan pelayanan bagus,"['sopan', 'pelayanan', 'bagus']"
sangat bagus ramai,"['sangat', 'bagus', 'ramai']"
sangat baik,"['sangat', 'baik']"
responnya bagus cepat dan ramah trimkasih,"['responnya', 'bagus', 'cepat', 'dan', 'ramah', 'trimkasih']"
murah berkualitas,"['murah', 'berkualitas']"
memuaskanterima kasih,"['memuaskanterima', 'kasih']"
ramah cepat,"['ramah', 'cepat']"
pelayanan sangat baik,"['pelayanan', 'sangat', 'baik']"
oke,['oke']
pelayanan nya cepat tanggap dan responsif trus baik banget driver nya pokkok nya klo ada bintang tak kasih deh mkasih banyak pak,"['pelayanan', 'nya', 'cepat', 'tanggap', 'dan', 'responsif', 'trus', 'baik', 'banget', 'driver', 'nya', 'pokkok', 'nya', 'klo', 'ada', 'bintang', 'tak', 'kasih', 'deh', 'mkasih', 'banyak', 'pak']"
ok,['ok']
makasi sangat membantu nyaman dalam perjalanan,"['makasi', 'sangat', 'membantu', 'nyaman', 'dalam', 'perjalanan']"
sangat membantu,"['sangat', 'membantu']"
pelayanan ok,"['pelayanan', 'ok']"
terbaik,['terbaik']
ok,['ok']
mantab terjangkau,"['mantab', 'terjangkau']"
baik,['baik']
sangat baik mengemudi,"['sangat', 'baik', 'mengemudi']"
trims,['trims']
driver nya ramah,"['driver', 'nya', 'ramah']"
this is awesome d,"['this', 'is', 'awesome', 'd']"
baik,['baik']
bapaknya baik,"['bapaknya', 'baik']"
bagus pelayanan,"['bagus', 'pelayanan']"
bagus,['bagus']
maxim sangat membantu selain cepat harga nya juga murah dan saya sangat terbatusemoga maxim dapat membantu kita lebih banyak lagi,"['maxim', 'sangat', 'membantu', 'selain', 'cepat', 'harga', 'nya', 'juga', 'murah', 'dan', 'saya', 'sangat', 'terbatusemoga', 'maxim', 'dapat', 'membantu', 'kita', 'lebih', 'banyak', 'lagi']"
maap ya pak gak jadii,"['maap', 'ya', 'pak', 'gak', 'jadii']"
orang nya ramah,"['orang', 'nya', 'ramah']"
murah banget,"['murah', 'banget']"
,[]
sangat puas dengan layananyadan respon cepatdan driver sangt terpercaya,"['sangat', 'puas', 'dengan', 'layananyadan', 'respon', 'cepatdan', 'driver', 'sangt', 'terpercaya']"
semoga gacor untuk pak maxim nya,"['semoga', 'gacor', 'untuk', 'pak', 'maxim', 'nya']"
baik dan ramah,"['baik', 'dan', 'ramah']"
good,['good']
sangat baik,"['sangat', 'baik']"
sopir y baik ramah sangat puas,"['sopir', 'y', 'baik', 'ramah', 'sangat', 'puas']"
sopirnya baik,"['sopirnya', 'baik']"
bagus,['bagus']
ramah,['ramah']
baik,['baik']
baik cepat,"['baik', 'cepat']"
aplikasinya keren mudah dan cepat ketujuan,"['aplikasinya', 'keren', 'mudah', 'dan', 'cepat', 'ketujuan']"
lebih di tingkatkan lagi pelayanannya yahhhh,"['lebih', 'di', 'tingkatkan', 'lagi', 'pelayanannya', 'yahhhh']"
cepat ramah,"['cepat', 'ramah']"
pengemudi sangat ramah,"['pengemudi', 'sangat', 'ramah']"
mantap,['mantap']
mantap,['mantap']
mantap ramah banget,"['mantap', 'ramah', 'banget']"
sangat baik,"['sangat', 'baik']"
good,['good']
baik sangat berhatihati dlm berkrendara,"['baik', 'sangat', 'berhatihati', 'dlm', 'berkrendara']"
rekoment respon cepat,"['rekoment', 'respon', 'cepat']"
orderan nya cepet datang nya gk perlu nunggu lama,"['orderan', 'nya', 'cepet', 'datang', 'nya', 'gk', 'perlu', 'nunggu', 'lama']"
baik pelayanannyq,"['baik', 'pelayanannyq']"
ok,['ok']
good,['good']
mantap,['mantap']
bagus aplikasi ini,"['bagus', 'aplikasi', 'ini']"
sunggu bagus sampai tepat waktu bgnya,"['sunggu', 'bagus', 'sampai', 'tepat', 'waktu', 'bgnya']"
mantep,['mantep']
ok,['ok']
oke deh pak,"['oke', 'deh', 'pak']"
baik banget bapak ya,"['baik', 'banget', 'bapak', 'ya']"
tenks,['tenks']
oke,['oke']
driver ramah,"['driver', 'ramah']"
tepat waktu,"['tepat', 'waktu']"
ok,['ok']
mantap terimakasih tepat waktu,"['mantap', 'terimakasih', 'tepat', 'waktu']"
abang driver nya asik,"['abang', 'driver', 'nya', 'asik']"
broader gue nih heehee,"['broader', 'gue', 'nih', 'heehee']"
drivernya ramah,"['drivernya', 'ramah']"
pengemudi berhati bagus bersih driver yaa,"['pengemudi', 'berhati', 'bagus', 'bersih', 'driver', 'yaa']"
bagus,['bagus']
pengemudi ramah sopan good job,"['pengemudi', 'ramah', 'sopan', 'good', 'job']"
sangat membantu untuk aktvtas jika tidak ada transportasi,"['sangat', 'membantu', 'untuk', 'aktvtas', 'jika', 'tidak', 'ada', 'transportasi']"
sangat puas,"['sangat', 'puas']"
sangat bermanfaat,"['sangat', 'bermanfaat']"
aplikasi digital ini bagus,"['aplikasi', 'digital', 'ini', 'bagus']"
welll drever e,"['welll', 'drever', 'e']"
mantep,['mantep']
on time makasih abg,"['on', 'time', 'makasih', 'abg']"
murah dan supir ramah,"['murah', 'dan', 'supir', 'ramah']"
nuhun pak supir sukses,"['nuhun', 'pak', 'supir', 'sukses']"
ok,['ok']
maxim nya ramah,"['maxim', 'nya', 'ramah']"
sangat mengesankan,"['sangat', 'mengesankan']"
cepat penjemputan nya dan orang nya ramah dan baik hati,"['cepat', 'penjemputan', 'nya', 'dan', 'orang', 'nya', 'ramah', 'dan', 'baik', 'hati']"
mantap pake maxim cepat irit aman,"['mantap', 'pake', 'maxim', 'cepat', 'irit', 'aman']"
sangat baik dn ramah ksi nilai yg bgus buat beliau,"['sangat', 'baik', 'dn', 'ramah', 'ksi', 'nilai', 'yg', 'bgus', 'buat', 'beliau']"
sehat sehat ya pak,"['sehat', 'sehat', 'ya', 'pak']"
mantap,['mantap']
good,['good']
ok,['ok']
nice,['nice']
mantap nyaman,"['mantap', 'nyaman']"
mangkat bangt,"['mangkat', 'bangt']"
good job good driver thank u,"['good', 'job', 'good', 'driver', 'thank', 'u']"
good,['good']
bgus dan ramah pengenudinya,"['bgus', 'dan', 'ramah', 'pengenudinya']"
ramah,['ramah']
bagus,['bagus']
good,['good']
mantap,['mantap']
mantap,['mantap']
makasih bang,"['makasih', 'bang']"
alhamdulilah sampai pada tujuan,"['alhamdulilah', 'sampai', 'pada', 'tujuan']"
ramah,['ramah']
menyenangkan,['menyenangkan']
sangat bagus,"['sangat', 'bagus']"
good job,"['good', 'job']"
driver sangat ramah,"['driver', 'sangat', 'ramah']"
pngemudi ramah,"['pngemudi', 'ramah']"
baik,['baik']
terimakasih,['terimakasih']
ramah baikkk,"['ramah', 'baikkk']"
good driver,"['good', 'driver']"
good job,"['good', 'job']"
ok maxim,"['ok', 'maxim']"
makasih,['makasih']
ramah,['ramah']
mantap,['mantap']
cepat,['cepat']
kurir nya ramah dan baik cepat juga lagi memang terbaik dari maxim ini tetap pertahankan,"['kurir', 'nya', 'ramah', 'dan', 'baik', 'cepat', 'juga', 'lagi', 'memang', 'terbaik', 'dari', 'maxim', 'ini', 'tetap', 'pertahankan']"
mantul,['mantul']
terima kasih,"['terima', 'kasih']"
ok lah,"['ok', 'lah']"
bagus keren,"['bagus', 'keren']"
maximsangat membantubagi siap saja yg menggunakan maxi terimakasih aplikasidari maxim,"['maximsangat', 'membantubagi', 'siap', 'saja', 'yg', 'menggunakan', 'maxi', 'terimakasih', 'aplikasidari', 'maxim']"
good,['good']
mantap sangat cepat,"['mantap', 'sangat', 'cepat']"
sangat baik pelayananya,"['sangat', 'baik', 'pelayananya']"
terimakasih,['terimakasih']
order telah dipenuhi oleh cecep anwar sanusi dengan motorcycle warna biru nopol tow terima kasih atas perjalanan anda rating,"['order', 'telah', 'dipenuhi', 'oleh', 'cecep', 'anwar', 'sanusi', 'dengan', 'motorcycle', 'warna', 'biru', 'nopol', 'tow', 'terima', 'kasih', 'atas', 'perjalanan', 'anda', 'rating']"
alhamdulillah bapak nya baik banget di hujanhujan gini mau nerima order sejauh ini hihi semangat pak,"['alhamdulillah', 'bapak', 'nya', 'baik', 'banget', 'di', 'hujanhujan', 'gini', 'mau', 'nerima', 'order', 'sejauh', 'ini', 'hihi', 'semangat', 'pak']"
driver ramah bersihmengemudi berhati pokok yaa mantep driver ya,"['driver', 'ramah', 'bersihmengemudi', 'berhati', 'pokok', 'yaa', 'mantep', 'driver', 'ya']"
orang baik trima kasih,"['orang', 'baik', 'trima', 'kasih']"
good,['good']
mantap,['mantap']
mantaff,['mantaff']
driver nya oke,"['driver', 'nya', 'oke']"
ok,['ok']
lebih terjangkau ongkosnya dari aplikasi lain,"['lebih', 'terjangkau', 'ongkosnya', 'dari', 'aplikasi', 'lain']"
nyaman,['nyaman']
josss,['josss']
terimakasih,['terimakasih']
good,['good']
ok,['ok']
sat set bet anying,"['sat', 'set', 'bet', 'anying']"
ramah dan nyaman serta mengutamakan keselamatan,"['ramah', 'dan', 'nyaman', 'serta', 'mengutamakan', 'keselamatan']"
malm admin mau tanya mudah mudahan di jawab apakah maxim dapat melihat no hp penumpang,"['malm', 'admin', 'mau', 'tanya', 'mudah', 'mudahan', 'di', 'jawab', 'apakah', 'maxim', 'dapat', 'melihat', 'no', 'hp', 'penumpang']"
orang orang nya gercep banget,"['orang', 'orang', 'nya', 'gercep', 'banget']"
baikk,['baikk']
toppppppppp,['toppppppppp']
pelayanan nya sangat baik,"['pelayanan', 'nya', 'sangat', 'baik']"
mantap,['mantap']
ramah dan nyaman,"['ramah', 'dan', 'nyaman']"
sangat baik,"['sangat', 'baik']"
baik,['baik']
pelayanan yang rama,"['pelayanan', 'yang', 'rama']"
driver asyik,"['driver', 'asyik']"
kali ini dpt driver ramah banget,"['kali', 'ini', 'dpt', 'driver', 'ramah', 'banget']"
mantap,['mantap']
topp no komennn,"['topp', 'no', 'komennn']"
oke dan mantap,"['oke', 'dan', 'mantap']"
ok,['ok']
the best of the best driver,"['the', 'best', 'of', 'the', 'best', 'driver']"
terimakasih,['terimakasih']
sangat membantu ketika membutuhkan tumpangan,"['sangat', 'membantu', 'ketika', 'membutuhkan', 'tumpangan']"
baik orangnya,"['baik', 'orangnya']"
pelayanan ramah,"['pelayanan', 'ramah']"
cepatnya,['cepatnya']
terima kasih atas kenyamanannya,"['terima', 'kasih', 'atas', 'kenyamanannya']"
ramahamandan cepat,"['ramahamandan', 'cepat']"
aman dan nyaman,"['aman', 'dan', 'nyaman']"
cukup baik,"['cukup', 'baik']"
ok,['ok']
trimakasi,['trimakasi']
sangat sopan,"['sangat', 'sopan']"
pelayanannya sangat bagusa,"['pelayanannya', 'sangat', 'bagusa']"
oke,['oke']
baik,['baik']
sopir ramah baik juga,"['sopir', 'ramah', 'baik', 'juga']"
jos driver tepat waktu dan cekatan,"['jos', 'driver', 'tepat', 'waktu', 'dan', 'cekatan']"
good,['good']
drivernya ramah dan rapi,"['drivernya', 'ramah', 'dan', 'rapi']"
good,['good']
siip lancar,"['siip', 'lancar']"
terimakasih,['terimakasih']
ramah dan bageur,"['ramah', 'dan', 'bageur']"
cepat pengantaran nya,"['cepat', 'pengantaran', 'nya']"
best,['best']
mantap,['mantap']
pokoke mantap,"['pokoke', 'mantap']"
murah dan ramah pengemudinya,"['murah', 'dan', 'ramah', 'pengemudinya']"
drivernya ramah,"['drivernya', 'ramah']"
maaf ya kak,"['maaf', 'ya', 'kak']"
baik,['baik']
makasih bg,"['makasih', 'bg']"
mantap,['mantap']
bagus ramah cepat,"['bagus', 'ramah', 'cepat']"
good,['good']
cepat dan tepat waktu,"['cepat', 'dan', 'tepat', 'waktu']"
sangat baik,"['sangat', 'baik']"
best,['best']
sangat memuaskan,"['sangat', 'memuaskan']"
mantap,['mantap']
trima kasih pak sudah antar dengan selamat,"['trima', 'kasih', 'pak', 'sudah', 'antar', 'dengan', 'selamat']"
ok,['ok']
mantap pelayanan dan driver ramah,"['mantap', 'pelayanan', 'dan', 'driver', 'ramah']"
pelayanan yg baik dan ramah,"['pelayanan', 'yg', 'baik', 'dan', 'ramah']"
bagus,['bagus']
bagus,['bagus']
terbaik the best,"['terbaik', 'the', 'best']"
,[]
abg nya baik,"['abg', 'nya', 'baik']"
perlu perbaikan di map almt google tdk terpantau jln batua raya hanya batua raya driver menemukan sasaran sesuai arahan konsumen,"['perlu', 'perbaikan', 'di', 'map', 'almt', 'google', 'tdk', 'terpantau', 'jln', 'batua', 'raya', 'hanya', 'batua', 'raya', 'driver', 'menemukan', 'sasaran', 'sesuai', 'arahan', 'konsumen']"
